date,site_id,latitude,longitude,GHI_Wm2,DNI_Wm2,DiffuseIrr_Wm2,ClearSkyGHI_Wm2,WindSpeed_2m_ms,WindSpeed_10m_ms,WindSpeed_50m_ms,WindDir_10m_deg,WindDir_50m_deg,Temp_2m_C,TempMax_2m_C,TempMin_2m_C,RelHumidity_pct,Precip_mm,CloudAmount_pct,site_name
2001-03-08,esoit_001,-1.8304,36.8245,5.6496,3.3101,2.5956,7.4573,3.15,4.52,6.53,70.1,70.3,20.99,29.13,14.81,64.86,0.32,81.96,Esoit Village (Eiti Primary School)
2001-03-09,esoit_001,-1.8304,36.8245,6.9302,6.0756,2.1377,7.8002,2.86,4.11,6.28,82.9,82.9,20.57,29.69,14.0,59.25,0.36,47.86,Esoit Village (Eiti Primary School)
2001-03-10,esoit_001,-1.8304,36.8245,7.9471,8.4192,1.2958,8.0501,3.2,4.58,6.76,93.2,93.0,20.9,30.31,12.62,54.36,0.01,30.18,Esoit Village (Eiti Primary School)
2001-03-11,esoit_001,-1.8304,36.8245,7.7184,7.7962,1.6567,7.967,2.76,3.99,6.07,88.5,87.5,21.43,30.9,12.48,50.93,0.01,46.14,Esoit Village (Eiti Primary School)
2001-03-12,esoit_001,-1.8304,36.8245,7.2511,7.0363,1.745,7.9102,2.92,4.11,5.53,85.7,86.0,22.15,30.54,15.65,57.92,0.53,48.93,Esoit Village (Eiti Primary School)
2001-03-13,esoit_001,-1.8304,36.8245,6.9322,6.4992,2.0093,7.8317,2.92,4.14,5.85,91.7,92.0,20.64,27.05,15.57,65.76,1.25,57.97,Esoit Village (Eiti Primary School)
2001-03-14,esoit_001,-1.8304,36.8245,7.2929,6.4752,2.1014,7.9046,3.46,4.9,6.76,97.4,96.9,21.53,29.12,16.51,59.37,0.53,54.05,Esoit Village (Eiti Primary School)
2001-03-15,esoit_001,-1.8304,36.8245,6.9619,7.1074,1.9582,7.913,3.79,5.33,7.11,86.4,86.4,22.28,31.31,15.79,56.74,0.4,61.48,Esoit Village (Eiti Primary School)
2001-03-16,esoit_001,-1.8304,36.8245,7.4138,7.2739,1.9853,7.9618,4.07,5.73,7.64,86.2,86.2,22.12,31.27,15.21,55.28,0.4,58.66,Esoit Village (Eiti Primary School)
2001-03-17,esoit_001,-1.8304,36.8245,7.0956,5.6918,2.6011,7.8506,3.62,5.09,6.94,80.5,80.8,22.21,30.89,15.75,58.87,0.34,52.19,Esoit Village (Eiti Primary School)
2001-03-18,esoit_001,-1.8304,36.8245,7.2581,6.871,1.9903,7.8166,3.38,4.78,6.68,80.5,80.4,22.49,32.08,14.3,55.49,0.34,42.45,Esoit Village (Eiti Primary School)
2001-03-19,esoit_001,-1.8304,36.8245,7.2425,6.8222,2.1545,7.8413,3.69,5.19,6.89,83.7,83.3,22.19,30.66,15.43,58.45,0.52,48.38,Esoit Village (Eiti Primary School)
2001-03-20,esoit_001,-1.8304,36.8245,6.6362,5.4319,2.4526,7.8218,3.79,5.31,6.97,77.2,77.2,22.58,31.0,15.87,57.54,0.19,46.4,Esoit Village (Eiti Primary School)
2001-03-21,esoit_001,-1.8304,36.8245,7.416,6.9816,1.9906,7.9793,3.83,5.38,7.21,84.2,84.0,22.42,31.07,15.38,56.64,0.43,48.08,Esoit Village (Eiti Primary School)
2001-03-22,esoit_001,-1.8304,36.8245,7.1374,6.4402,2.225,7.932,3.58,5.02,6.61,89.5,89.6,22.07,30.2,16.23,57.11,0.87,48.69,Esoit Village (Eiti Primary School)
2001-03-23,esoit_001,-1.8304,36.8245,7.3882,6.9871,1.8437,7.8977,2.95,4.19,6.08,88.3,87.4,22.74,31.83,14.68,52.95,1.82,40.35,Esoit Village (Eiti Primary School)
2001-03-24,esoit_001,-1.8304,36.8245,6.4471,5.058,2.4113,7.7822,2.83,3.99,5.46,88.7,87.8,21.77,30.6,15.62,65.46,9.12,68.61,Esoit Village (Eiti Primary School)
2001-03-25,esoit_001,-1.8304,36.8245,6.294,4.8377,2.1605,7.6325,2.2,3.12,4.29,92.7,90.9,21.84,29.52,16.32,68.64,6.95,77.51,Esoit Village (Eiti Primary School)
2001-03-26,esoit_001,-1.8304,36.8245,5.4931,2.935,2.6431,7.5739,2.54,3.58,4.99,97.9,97.7,21.6,29.26,17.04,70.54,5.91,90.75,Esoit Village (Eiti Primary School)
2001-03-27,esoit_001,-1.8304,36.8245,4.5859,1.5002,2.7782,7.4398,3.3,4.6,5.88,84.6,84.3,21.03,28.35,16.63,72.42,0.94,98.47,Esoit Village (Eiti Primary School)
2001-03-28,esoit_001,-1.8304,36.8245,6.7099,6.4584,2.1886,7.6694,3.53,4.98,6.66,79.8,79.5,21.43,29.25,16.1,69.04,2.41,80.51,Esoit Village (Eiti Primary School)
2001-03-29,esoit_001,-1.8304,36.8245,6.9516,6.1061,2.3906,7.8074,2.53,3.57,4.9,85.1,84.6,20.4,27.63,15.15,71.1,6.36,66.55,Esoit Village (Eiti Primary School)
2001-03-30,esoit_001,-1.8304,36.8245,5.7103,3.845,2.4367,7.5084,2.38,3.36,4.75,77.8,78.1,21.02,27.78,16.4,73.14,8.35,85.71,Esoit Village (Eiti Primary School)
2001-03-31,esoit_001,-1.8304,36.8245,4.7441,1.1237,2.8603,7.2502,2.71,3.8,5.05,77.7,78.3,21.08,28.75,16.73,74.02,2.61,96.17,Esoit Village (Eiti Primary School)
2001-04-01,esoit_001,-1.8304,36.8245,3.9602,0.883,2.5846,7.3061,3.54,4.97,6.46,91.2,90.9,20.62,26.71,16.92,75.36,0.77,92.73,Esoit Village (Eiti Primary School)
2001-04-02,esoit_001,-1.8304,36.8245,6.5095,4.583,2.8082,7.6709,3.38,4.81,6.81,88.7,87.9,21.28,29.62,15.53,64.93,0.23,63.65,Esoit Village (Eiti Primary School)
2001-04-03,esoit_001,-1.8304,36.8245,7.272,6.852,1.92,7.7194,3.03,4.31,6.18,90.4,89.4,21.49,30.22,14.69,63.3,0.3,32.06,Esoit Village (Eiti Primary School)
2001-04-04,esoit_001,-1.8304,36.8245,6.0974,4.3774,2.6328,7.4878,2.75,3.9,5.5,96.5,95.6,21.95,30.4,15.37,66.1,0.66,60.52,Esoit Village (Eiti Primary School)
2001-04-05,esoit_001,-1.8304,36.8245,5.317,2.7346,3.1726,7.3121,2.7,3.8,5.24,96.6,96.1,21.59,28.78,17.04,72.21,3.34,96.92,Esoit Village (Eiti Primary School)
2001-04-06,esoit_001,-1.8304,36.8245,4.7575,1.8384,2.6014,7.3817,2.26,3.2,4.65,98.5,97.7,21.6,28.5,16.89,73.48,6.56,96.21,Esoit Village (Eiti Primary School)
2001-04-07,esoit_001,-1.8304,36.8245,5.4065,2.7386,2.8495,7.5372,2.14,3.04,4.41,100.9,98.4,21.37,28.03,16.78,75.8,8.74,88.87,Esoit Village (Eiti Primary School)
2001-04-08,esoit_001,-1.8304,36.8245,5.0808,1.747,2.9714,7.5065,2.85,4.03,5.58,104.2,102.2,21.33,27.72,17.03,74.77,4.11,96.11,Esoit Village (Eiti Primary School)
2001-04-09,esoit_001,-1.8304,36.8245,5.3832,2.4878,2.6542,7.4402,2.63,3.72,5.19,88.8,88.5,21.47,27.68,16.7,75.54,5.64,93.11,Esoit Village (Eiti Primary School)
2001-04-10,esoit_001,-1.8304,36.8245,6.0396,3.5688,2.8154,7.4726,2.88,4.06,5.45,92.5,91.3,21.0,27.67,16.62,75.89,4.58,89.65,Esoit Village (Eiti Primary School)
2001-04-11,esoit_001,-1.8304,36.8245,6.5162,4.9205,2.633,7.5348,3.77,5.35,7.11,91.5,90.9,21.02,28.06,16.44,73.51,1.37,66.31,Esoit Village (Eiti Primary School)
2001-04-12,esoit_001,-1.8304,36.8245,6.5052,5.748,2.2558,7.6234,3.52,4.99,6.78,96.4,96.2,20.89,28.23,16.0,71.34,1.93,46.81,Esoit Village (Eiti Primary School)
2001-04-13,esoit_001,-1.8304,36.8245,7.0567,7.1422,1.8905,7.6442,3.37,4.77,6.53,97.6,97.3,20.88,28.38,15.56,70.1,2.83,38.12,Esoit Village (Eiti Primary School)
2001-04-14,esoit_001,-1.8304,36.8245,6.7034,5.3328,2.8171,7.6757,3.51,4.95,6.64,95.1,95.0,20.76,28.82,14.93,70.03,0.99,52.86,Esoit Village (Eiti Primary School)
2001-04-15,esoit_001,-1.8304,36.8245,5.5157,3.7402,2.7271,7.5365,3.69,5.24,7.11,101.1,100.9,20.84,28.62,15.62,69.88,1.69,86.56,Esoit Village (Eiti Primary School)
2001-04-16,esoit_001,-1.8304,36.8245,5.7046,4.5835,2.4151,7.5146,3.67,5.2,7.03,96.6,96.6,20.55,27.87,15.18,70.61,1.35,71.56,Esoit Village (Eiti Primary School)
2001-04-17,esoit_001,-1.8304,36.8245,4.8067,3.3521,2.2913,7.3994,3.32,4.72,6.59,96.1,96.1,21.18,28.93,15.73,66.73,0.61,77.03,Esoit Village (Eiti Primary School)
2001-04-18,esoit_001,-1.8304,36.8245,5.7036,4.0699,2.6023,7.4206,3.24,4.6,6.36,102.6,102.4,21.24,29.18,15.58,66.51,1.52,62.37,Esoit Village (Eiti Primary School)
2001-04-19,esoit_001,-1.8304,36.8245,6.4025,5.377,2.478,7.5492,3.83,5.42,7.29,100.0,100.0,20.84,28.13,15.11,68.57,2.67,63.6,Esoit Village (Eiti Primary School)
2001-04-20,esoit_001,-1.8304,36.8245,5.9734,4.1962,2.9362,7.506,3.4,4.84,6.76,101.5,101.3,20.82,27.8,15.55,68.62,1.56,86.56,Esoit Village (Eiti Primary School)
2001-04-21,esoit_001,-1.8304,36.8245,5.5582,3.7126,2.7576,7.4518,2.99,4.27,5.95,109.5,108.8,20.18,27.46,15.4,70.79,3.98,86.78,Esoit Village (Eiti Primary School)
2001-04-22,esoit_001,-1.8304,36.8245,5.3198,3.0362,2.8711,7.3174,2.59,3.7,5.34,109.4,107.4,20.66,28.21,14.94,69.28,0.32,83.53,Esoit Village (Eiti Primary School)
2001-04-23,esoit_001,-1.8304,36.8245,5.777,3.7469,2.6995,7.2828,2.82,4.0,5.37,101.1,101.1,21.18,29.12,15.32,70.97,3.35,75.9,Esoit Village (Eiti Primary School)
2001-04-24,esoit_001,-1.8304,36.8245,5.5716,4.5926,2.1192,7.326,3.21,4.52,5.81,99.7,100.3,20.61,27.73,15.85,77.31,5.34,65.37,Esoit Village (Eiti Primary School)
2001-04-25,esoit_001,-1.8304,36.8245,5.6438,3.527,2.6777,7.2379,3.34,4.72,6.31,99.5,99.2,20.66,27.35,16.19,75.28,5.62,68.52,Esoit Village (Eiti Primary School)
2001-04-26,esoit_001,-1.8304,36.8245,5.5236,3.2014,2.7228,7.3267,3.21,4.58,6.38,103.5,102.7,20.7,27.96,15.66,68.32,0.54,69.65,Esoit Village (Eiti Primary School)
2001-04-27,esoit_001,-1.8304,36.8245,5.611,3.9089,2.471,7.2672,2.87,4.07,5.74,107.7,106.5,20.98,28.82,15.25,69.48,1.12,70.57,Esoit Village (Eiti Primary School)
2001-04-28,esoit_001,-1.8304,36.8245,6.125,4.7904,2.4854,7.2624,2.51,3.56,4.99,115.2,113.5,21.14,28.72,15.37,71.44,1.35,58.74,Esoit Village (Eiti Primary School)
2001-04-29,esoit_001,-1.8304,36.8245,4.8859,3.2297,2.2615,7.2271,2.8,3.96,5.29,102.3,102.7,21.32,28.88,15.72,73.14,1.5,83.19,Esoit Village (Eiti Primary School)
2001-04-30,esoit_001,-1.8304,36.8245,5.37,3.8962,2.3681,7.1179,3.7,5.21,6.75,99.4,99.7,21.13,28.13,16.63,75.6,4.2,76.76,Esoit Village (Eiti Primary School)
2001-05-01,esoit_001,-1.8304,36.8245,5.6573,5.4746,1.9104,7.2058,3.26,4.61,6.16,106.7,106.4,20.73,28.08,14.96,72.33,3.0,66.24,Esoit Village (Eiti Primary School)
2001-05-02,esoit_001,-1.8304,36.8245,5.9717,4.8578,2.3268,7.247,2.24,3.19,4.61,114.3,112.9,21.0,28.39,15.68,72.61,2.02,67.49,Esoit Village (Eiti Primary School)
2001-05-03,esoit_001,-1.8304,36.8245,5.0998,2.8944,2.4475,7.1731,1.2,1.74,2.58,126.1,122.7,20.78,27.47,15.71,75.96,5.04,84.35,Esoit Village (Eiti Primary School)
2001-05-04,esoit_001,-1.8304,36.8245,4.1016,1.3992,2.7031,7.1194,2.33,3.32,4.62,101.9,103.1,20.31,25.79,16.99,77.87,2.76,89.49,Esoit Village (Eiti Primary School)
2001-05-05,esoit_001,-1.8304,36.8245,5.4247,2.9057,2.843,7.0858,3.21,4.54,6.17,97.9,97.9,21.04,28.11,15.87,73.7,1.55,82.73,Esoit Village (Eiti Primary School)
2001-05-06,esoit_001,-1.8304,36.8245,5.4919,4.051,2.4802,7.0872,3.31,4.71,6.47,95.5,95.6,21.24,29.19,15.89,68.47,1.56,60.62,Esoit Village (Eiti Primary School)
2001-05-07,esoit_001,-1.8304,36.8245,6.6571,7.3212,2.0131,7.2413,3.23,4.63,6.61,95.0,95.1,21.31,29.54,15.4,62.77,0.18,49.3,Esoit Village (Eiti Primary School)
2001-05-08,esoit_001,-1.8304,36.8245,6.6202,6.4982,2.1278,7.296,3.4,4.82,6.53,101.8,101.4,20.99,29.21,14.64,67.25,0.5,53.68,Esoit Village (Eiti Primary School)
2001-05-09,esoit_001,-1.8304,36.8245,5.9208,4.9836,2.5414,7.2269,3.47,4.89,6.37,103.5,104.4,20.82,28.28,15.09,70.77,0.31,53.77,Esoit Village (Eiti Primary School)
2001-05-10,esoit_001,-1.8304,36.8245,6.3228,6.552,1.6918,7.1688,3.27,4.59,5.9,108.9,109.5,20.87,29.01,14.43,69.11,0.57,48.45,Esoit Village (Eiti Primary School)
2001-05-11,esoit_001,-1.8304,36.8245,4.0642,2.2546,2.3647,7.1381,3.62,5.14,6.74,110.3,110.2,20.46,27.66,15.85,75.55,1.36,73.79,Esoit Village (Eiti Primary School)
2001-05-12,esoit_001,-1.8304,36.8245,5.6273,4.6649,2.214,7.1045,3.75,5.29,6.78,103.6,104.3,20.46,27.81,15.09,73.27,0.61,70.85,Esoit Village (Eiti Primary School)
2001-05-13,esoit_001,-1.8304,36.8245,4.4398,2.923,2.2522,7.0466,3.35,4.7,6.07,104.6,105.0,20.63,28.34,14.93,72.07,0.49,82.03,Esoit Village (Eiti Primary School)
2001-05-14,esoit_001,-1.8304,36.8245,5.4566,3.7162,2.6285,7.0306,3.22,4.51,5.79,108.0,108.4,20.83,28.56,15.11,71.08,1.8,67.31,Esoit Village (Eiti Primary School)
2001-05-15,esoit_001,-1.8304,36.8245,5.3974,4.4462,2.2169,7.0186,2.94,4.14,5.52,106.8,106.6,20.95,28.56,15.31,67.85,0.33,69.83,Esoit Village (Eiti Primary School)
2001-05-16,esoit_001,-1.8304,36.8245,4.6457,2.6182,2.4274,7.0018,2.76,3.91,5.37,110.6,110.5,20.92,28.29,15.47,65.2,0.25,76.13,Esoit Village (Eiti Primary School)
2001-05-17,esoit_001,-1.8304,36.8245,3.8285,2.01,2.1622,6.9842,2.91,4.12,5.69,111.3,111.4,20.94,28.82,15.2,63.12,0.25,78.7,Esoit Village (Eiti Primary School)
2001-05-18,esoit_001,-1.8304,36.8245,5.8498,3.8467,2.7634,7.0111,2.75,3.91,5.42,107.4,107.7,20.58,28.38,14.22,62.94,0.19,55.55,Esoit Village (Eiti Primary School)
2001-05-19,esoit_001,-1.8304,36.8245,5.5874,3.822,2.6832,6.9986,3.26,4.61,6.19,107.8,107.6,20.76,28.3,15.09,65.44,0.17,73.04,Esoit Village (Eiti Primary School)
2001-05-20,esoit_001,-1.8304,36.8245,6.359,5.5913,2.1809,7.0078,3.02,4.26,5.71,103.8,103.7,20.81,28.33,14.59,69.13,0.78,68.37,Esoit Village (Eiti Primary School)
2001-05-21,esoit_001,-1.8304,36.8245,4.8307,2.8584,2.6021,6.937,3.41,4.81,6.39,96.7,97.0,21.06,29.11,14.47,64.01,0.53,90.25,Esoit Village (Eiti Primary School)
2001-05-22,esoit_001,-1.8304,36.8245,5.7319,4.601,2.3009,6.9216,3.06,4.35,5.93,97.2,97.9,21.69,29.83,15.84,67.58,0.42,63.16,Esoit Village (Eiti Primary School)
2001-05-23,esoit_001,-1.8304,36.8245,5.1211,2.6578,2.7478,6.8292,3.64,5.15,6.84,98.3,99.0,20.93,28.11,15.58,69.5,0.93,75.73,Esoit Village (Eiti Primary School)
2001-05-24,esoit_001,-1.8304,36.8245,5.7967,4.6277,2.6258,6.888,3.21,4.54,6.03,106.9,107.0,21.17,29.46,15.12,62.49,0.31,71.11,Esoit Village (Eiti Primary School)
2001-05-25,esoit_001,-1.8304,36.8245,5.3729,4.5144,2.3743,6.9634,3.34,4.69,6.16,99.4,99.9,20.66,28.46,14.5,64.91,0.11,61.95,Esoit Village (Eiti Primary School)
2001-05-26,esoit_001,-1.8304,36.8245,5.2034,3.7862,2.4967,6.9372,2.98,4.22,5.85,106.5,106.1,20.48,28.07,14.03,59.56,0.29,66.58,Esoit Village (Eiti Primary School)
2001-05-27,esoit_001,-1.8304,36.8245,3.6161,0.907,2.495,6.8599,2.73,3.88,5.4,111.3,109.4,19.57,26.3,13.9,72.0,3.93,91.0,Esoit Village (Eiti Primary School)
2001-05-28,esoit_001,-1.8304,36.8245,3.2026,1.0157,2.1127,6.7318,2.89,4.13,5.79,125.7,125.9,18.91,24.24,15.15,73.23,4.76,85.07,Esoit Village (Eiti Primary School)
2001-05-29,esoit_001,-1.8304,36.8245,5.4478,4.8674,1.9978,6.7858,1.96,2.86,4.28,150.3,147.8,19.3,27.0,13.02,64.67,0.2,66.79,Esoit Village (Eiti Primary School)
2001-05-30,esoit_001,-1.8304,36.8245,5.5889,4.4945,2.1989,6.7435,2.06,2.98,4.36,121.9,120.6,19.23,27.06,12.38,62.01,0.08,67.68,Esoit Village (Eiti Primary School)
2001-05-31,esoit_001,-1.8304,36.8245,5.2229,3.4318,2.6297,6.643,1.72,2.46,3.58,120.0,118.1,19.85,27.43,12.42,61.98,0.02,68.08,Esoit Village (Eiti Primary School)
2001-06-01,esoit_001,-1.8304,36.8245,3.8189,1.967,2.311,6.7279,1.96,2.78,4.02,120.1,117.4,19.47,25.64,14.26,66.05,0.05,84.45,Esoit Village (Eiti Primary School)
2001-06-02,esoit_001,-1.8304,36.8245,4.4093,1.9798,2.3602,6.5323,2.62,3.7,5.05,109.5,107.7,19.81,27.24,14.2,64.97,0.08,76.54,Esoit Village (Eiti Primary School)
2001-06-03,esoit_001,-1.8304,36.8245,5.7182,4.2895,2.4778,6.6768,2.7,3.8,5.21,97.8,97.8,20.0,27.68,13.86,60.87,0.05,55.7,Esoit Village (Eiti Primary School)
2001-06-04,esoit_001,-1.8304,36.8245,5.9208,5.3167,2.2666,6.7841,2.26,3.2,4.46,111.3,110.7,20.52,28.47,13.0,59.62,0.04,49.83,Esoit Village (Eiti Primary School)
2001-06-05,esoit_001,-1.8304,36.8245,5.0794,3.714,2.3318,6.7277,1.58,2.26,3.17,129.3,124.8,20.73,28.18,14.96,65.75,1.54,76.56,Esoit Village (Eiti Primary School)
2001-06-06,esoit_001,-1.8304,36.8245,4.1489,1.4258,2.4487,6.517,1.91,2.67,3.62,149.0,142.7,19.24,25.06,15.57,72.4,4.95,93.45,Esoit Village (Eiti Primary School)
2001-06-07,esoit_001,-1.8304,36.8245,2.8102,0.5561,2.0182,6.4896,1.94,2.79,4.14,133.9,132.2,18.38,23.91,14.05,69.27,0.58,95.66,Esoit Village (Eiti Primary School)
2001-06-08,esoit_001,-1.8304,36.8245,5.1065,3.3094,2.5829,6.5234,2.21,3.12,4.27,118.6,118.5,18.93,25.76,13.0,68.73,1.41,82.83,Esoit Village (Eiti Primary School)
2001-06-09,esoit_001,-1.8304,36.8245,4.3687,2.9688,2.2601,6.245,2.27,3.22,4.39,133.5,133.8,19.03,26.12,13.15,66.82,0.16,80.15,Esoit Village (Eiti Primary School)
2001-06-10,esoit_001,-1.8304,36.8245,5.5394,4.2048,2.322,6.3852,1.86,2.69,3.95,154.8,151.8,19.28,26.66,13.27,62.48,0.02,67.38,Esoit Village (Eiti Primary School)
2001-06-11,esoit_001,-1.8304,36.8245,5.9734,5.2894,2.0693,6.5494,2.1,3.18,4.59,186.1,179.8,18.88,27.45,11.0,56.62,0.0,62.32,Esoit Village (Eiti Primary School)
2001-06-12,esoit_001,-1.8304,36.8245,5.5543,4.2118,2.375,6.3427,1.83,2.62,3.62,135.7,127.1,19.06,27.6,11.28,60.55,0.02,80.8,Esoit Village (Eiti Primary School)
2001-06-13,esoit_001,-1.8304,36.8245,4.5751,3.6142,2.4845,5.9186,1.59,2.29,3.22,156.0,149.3,19.08,26.82,12.42,56.88,0.08,91.45,Esoit Village (Eiti Primary School)
2001-06-14,esoit_001,-1.8304,36.8245,4.416,2.3993,2.233,6.1558,1.24,1.82,2.62,115.7,108.7,18.92,26.57,10.6,55.19,0.08,88.33,Esoit Village (Eiti Primary School)
2001-06-15,esoit_001,-1.8304,36.8245,3.6223,0.5664,2.5627,6.4006,2.13,2.99,4.09,133.1,130.8,19.01,25.78,12.7,58.09,0.15,89.54,Esoit Village (Eiti Primary School)
2001-06-16,esoit_001,-1.8304,36.8245,4.9524,2.8716,2.9923,6.5561,2.76,3.89,5.19,115.8,115.6,19.3,27.57,12.0,56.47,0.11,91.52,Esoit Village (Eiti Primary School)
2001-06-17,esoit_001,-1.8304,36.8245,5.2241,3.6199,2.5994,6.7262,2.76,3.86,5.08,111.0,110.8,19.66,27.65,13.1,61.19,0.12,70.26,Esoit Village (Eiti Primary School)
2001-06-18,esoit_001,-1.8304,36.8245,6.1514,5.9743,2.0654,6.7416,2.8,3.91,5.14,104.1,104.3,19.81,28.51,13.13,64.5,1.05,51.88,Esoit Village (Eiti Primary School)
2001-06-19,esoit_001,-1.8304,36.8245,3.6773,1.8053,2.328,6.613,2.5,3.49,4.53,107.2,106.8,20.21,28.11,14.41,67.71,0.79,67.08,Esoit Village (Eiti Primary School)
2001-06-20,esoit_001,-1.8304,36.8245,3.7915,1.4782,2.4427,6.629,3.71,5.18,6.49,101.1,101.5,19.67,26.97,14.15,68.22,0.96,74.08,Esoit Village (Eiti Primary School)
2001-06-21,esoit_001,-1.8304,36.8245,4.6255,2.8891,2.5354,6.7608,4.12,5.76,7.18,99.8,100.5,19.1,26.39,13.66,71.91,0.79,70.61,Esoit Village (Eiti Primary School)
2001-06-22,esoit_001,-1.8304,36.8245,4.0646,2.5238,2.3081,6.7891,3.75,5.23,6.61,102.7,102.9,19.18,27.04,13.42,69.96,0.73,72.24,Esoit Village (Eiti Primary School)
2001-06-23,esoit_001,-1.8304,36.8245,5.2939,4.1143,2.4336,6.7817,2.68,3.74,5.02,116.3,114.9,20.15,28.38,13.85,61.23,0.25,61.5,Esoit Village (Eiti Primary School)
2001-06-24,esoit_001,-1.8304,36.8245,6.7291,7.9498,1.1981,6.8081,2.34,3.27,4.54,126.5,122.7,19.64,28.34,13.19,58.92,0.08,31.73,Esoit Village (Eiti Primary School)
2001-06-25,esoit_001,-1.8304,36.8245,5.7761,5.2394,2.2164,6.7584,2.29,3.16,4.08,113.6,112.6,19.95,28.04,13.09,65.89,0.3,55.17,Esoit Village (Eiti Primary School)
2001-06-26,esoit_001,-1.8304,36.8245,4.4998,3.4519,1.993,6.57,2.71,3.73,4.64,116.3,116.0,20.07,27.56,15.01,67.19,1.41,72.05,Esoit Village (Eiti Primary School)
2001-06-27,esoit_001,-1.8304,36.8245,3.3494,0.9823,2.1823,6.1769,2.16,3.0,4.06,137.2,133.7,19.76,26.45,14.18,64.57,1.06,92.08,Esoit Village (Eiti Primary School)
2001-06-28,esoit_001,-1.8304,36.8245,3.871,0.9079,2.3479,6.2306,2.65,3.69,4.69,111.4,110.7,19.76,28.65,13.58,61.36,0.12,83.67,Esoit Village (Eiti Primary School)
2001-06-29,esoit_001,-1.8304,36.8245,6.1176,5.3225,2.1624,6.4339,2.12,2.94,3.87,116.7,115.2,19.94,28.96,13.36,58.47,0.07,37.22,Esoit Village (Eiti Primary School)
2001-06-30,esoit_001,-1.8304,36.8245,5.8951,4.6301,2.2356,6.3187,2.25,3.13,4.16,122.8,120.3,20.15,28.11,14.3,61.4,0.16,41.49,Esoit Village (Eiti Primary School)
2001-07-01,esoit_001,-1.8304,36.8245,4.4556,2.5795,2.2145,6.4776,2.02,2.83,3.84,121.8,117.3,19.48,28.51,11.77,56.11,0.07,69.1,Esoit Village (Eiti Primary School)
2001-07-02,esoit_001,-1.8304,36.8245,3.3204,1.1261,2.2795,6.5729,2.37,3.31,4.24,109.6,109.3,19.05,27.85,11.79,58.19,0.05,81.36,Esoit Village (Eiti Primary School)
2001-07-03,esoit_001,-1.8304,36.8245,4.5293,2.4535,2.5841,6.8374,2.39,3.33,4.52,120.7,119.3,19.46,27.65,13.14,58.41,0.11,74.2,Esoit Village (Eiti Primary School)
2001-07-04,esoit_001,-1.8304,36.8245,3.9276,1.5151,2.5999,6.7411,2.65,3.65,4.73,104.8,104.8,18.78,26.4,13.28,63.51,0.15,78.11,Esoit Village (Eiti Primary School)
2001-07-05,esoit_001,-1.8304,36.8245,5.2757,3.9194,2.3038,6.6631,2.28,3.17,4.3,109.3,108.6,19.06,27.22,12.2,58.34,0.04,65.9,Esoit Village (Eiti Primary School)
2001-07-06,esoit_001,-1.8304,36.8245,4.9457,3.1493,2.4067,6.7234,2.8,3.93,5.27,104.4,103.2,18.79,26.91,11.39,58.84,0.07,68.2,Esoit Village (Eiti Primary School)
2001-07-07,esoit_001,-1.8304,36.8245,4.3109,2.2236,2.3827,6.7296,3.21,4.41,5.5,119.7,118.8,18.81,26.66,12.61,63.29,0.22,76.52,Esoit Village (Eiti Primary School)
2001-07-08,esoit_001,-1.8304,36.8245,4.2293,1.5415,2.7418,6.66,2.15,2.98,4.05,134.0,130.9,19.33,27.68,12.31,58.4,0.07,85.52,Esoit Village (Eiti Primary School)
2001-07-09,esoit_001,-1.8304,36.8245,5.1521,3.9986,2.065,6.3703,1.93,2.66,3.56,147.0,139.8,19.21,25.92,13.67,60.72,0.07,52.05,Esoit Village (Eiti Primary School)
2001-07-10,esoit_001,-1.8304,36.8245,5.3974,4.6896,2.0897,6.4392,1.41,2.02,2.85,139.0,132.8,18.01,25.03,12.96,61.15,0.02,49.42,Esoit Village (Eiti Primary School)
2001-07-11,esoit_001,-1.8304,36.8245,5.9508,5.3918,1.9094,6.4793,1.86,2.6,3.45,111.7,109.1,19.39,29.03,12.15,60.99,0.06,42.92,Esoit Village (Eiti Primary School)
2001-07-12,esoit_001,-1.8304,36.8245,5.1492,3.1483,2.4617,6.245,1.5,2.12,3.0,115.8,107.2,19.39,28.05,11.88,59.71,0.12,51.6,Esoit Village (Eiti Primary School)
2001-07-13,esoit_001,-1.8304,36.8245,5.9722,5.2918,1.9246,6.4812,1.9,2.7,3.66,177.2,158.8,19.62,27.43,12.08,54.95,0.26,44.99,Esoit Village (Eiti Primary School)
2001-07-14,esoit_001,-1.8304,36.8245,4.5586,2.9455,2.3114,6.3029,1.87,2.64,3.63,149.5,144.4,19.17,27.96,11.37,52.25,0.02,73.12,Esoit Village (Eiti Primary School)
2001-07-15,esoit_001,-1.8304,36.8245,4.2365,2.7864,2.0419,6.4164,2.16,3.0,4.05,118.9,114.2,18.46,27.89,10.62,54.11,0.1,70.93,Esoit Village (Eiti Primary School)
2001-07-16,esoit_001,-1.8304,36.8245,5.4413,4.6068,2.0054,6.4889,2.06,2.84,3.71,96.6,95.4,17.89,26.3,11.3,61.77,0.08,46.77,Esoit Village (Eiti Primary School)
2001-07-17,esoit_001,-1.8304,36.8245,5.4365,4.187,2.1919,6.5779,2.14,2.92,3.6,109.6,106.7,19.26,27.98,11.8,60.49,0.1,54.32,Esoit Village (Eiti Primary School)
