date,site_id,latitude,longitude,GHI_Wm2,DNI_Wm2,DiffuseIrr_Wm2,ClearSkyGHI_Wm2,WindSpeed_2m_ms,WindSpeed_10m_ms,WindDir_10m_deg,Temp_2m_C,TempMax_2m_C,TempMin_2m_C,RelHumidity_pct,Precip_mm,CloudAmount_pct
2000-01-01,kalinditi_001,-1.065,38.025,5.6772,,4.2744,7.1203,0.28,1.69,41.3,23.92,31.87,18.37,64.0,0.11,41.5
2000-01-02,kalinditi_001,-1.065,38.025,4.8007,,3.9144,7.0896,0.12,1.73,69.1,23.53,30.89,17.32,71.1,0.43,50.1
2000-01-03,kalinditi_001,-1.065,38.025,4.7822,,3.732,7.1242,0.11,1.87,71.8,22.72,30.22,17.87,71.64,0.35,49.4
2000-01-04,kalinditi_001,-1.065,38.025,5.407,,3.972,7.1981,0.12,1.9,68.9,22.34,30.22,16.65,68.87,0.02,38.4
2000-01-05,kalinditi_001,-1.065,38.025,5.5522,,4.5,7.1453,0.13,1.77,87.6,22.81,31.15,15.46,66.85,0.34,47.7
2000-01-06,kalinditi_001,-1.065,38.025,6.0905,,4.2696,7.1378,0.11,1.74,71.9,23.58,31.92,16.97,65.7,0.04,26.8
2000-01-07,kalinditi_001,-1.065,38.025,4.8763,,3.8832,7.0973,0.25,2.02,41.3,23.87,31.8,18.48,59.88,0.03,44.9
2000-01-08,kalinditi_001,-1.065,38.025,4.6202,,3.8736,7.2814,0.23,2.04,38.1,23.71,31.93,17.27,57.48,0.0,58.8
2000-01-09,kalinditi_001,-1.065,38.025,5.5639,,4.668,7.0054,0.18,2.16,40.9,23.56,31.92,16.73,59.47,0.0,47.5
2000-01-10,kalinditi_001,-1.065,38.025,6.3454,,4.2816,7.1911,0.22,2.16,34.7,23.33,32.27,16.54,55.43,0.01,21.3
2000-01-11,kalinditi_001,-1.065,38.025,6.5894,,3.6336,7.2091,0.22,1.78,45.9,23.84,32.15,17.59,58.59,0.07,13.7
2000-01-12,kalinditi_001,-1.065,38.025,5.6906,,4.1304,7.2305,0.29,2.09,43.0,24.11,32.53,17.4,62.15,0.11,39.3
2000-01-13,kalinditi_001,-1.065,38.025,5.4017,,4.368,7.1918,0.17,2.33,51.1,24.22,32.27,17.42,60.06,0.17,47.5
2000-01-14,kalinditi_001,-1.065,38.025,5.7206,,4.2,7.1729,0.17,2.23,41.4,22.8,32.01,15.53,53.27,0.01,36.0
2000-01-15,kalinditi_001,-1.065,38.025,4.8794,,3.3456,7.249,0.3,2.24,39.1,22.85,31.57,15.02,51.41,0.02,40.0
2000-01-16,kalinditi_001,-1.065,38.025,6.5155,,4.0536,7.2535,0.31,1.95,47.9,23.21,32.74,16.56,48.1,0.04,25.1
2000-01-17,kalinditi_001,-1.065,38.025,6.1802,,3.1008,7.3286,0.34,1.82,73.5,23.79,33.68,15.99,51.55,0.01,33.3
2000-01-18,kalinditi_001,-1.065,38.025,6.145,,3.66,7.2641,0.29,1.88,88.7,24.59,33.24,16.29,54.1,0.15,29.4
2000-01-19,kalinditi_001,-1.065,38.025,4.8552,,4.272,7.0442,0.14,1.88,78.6,24.11,31.54,17.86,61.32,0.44,60.3
2000-01-20,kalinditi_001,-1.065,38.025,5.6976,,3.4032,7.3471,0.16,1.9,80.8,25.08,33.89,16.83,55.6,0.34,54.7
2000-01-21,kalinditi_001,-1.065,38.025,6.859,,3.3816,7.338,0.15,1.77,87.9,24.79,32.57,18.08,60.05,0.21,18.0
2000-01-22,kalinditi_001,-1.065,38.025,6.8599,,2.9472,7.3577,0.16,2.05,74.9,25.41,32.46,18.96,58.75,0.15,11.5
2000-01-23,kalinditi_001,-1.065,38.025,4.6661,,4.0224,7.3435,0.18,2.08,84.3,23.82,30.45,19.05,67.12,0.68,62.3
2000-01-24,kalinditi_001,-1.065,38.025,5.5106,,4.86,7.3428,0.2,2.33,68.1,23.8,30.74,18.75,65.15,0.22,79.7
2000-01-25,kalinditi_001,-1.065,38.025,5.4931,,4.344,7.326,0.2,2.39,58.2,23.75,31.12,18.28,62.02,0.92,50.8
2000-01-26,kalinditi_001,-1.065,38.025,7.4158,,1.3512,7.5917,0.4,2.39,38.1,22.77,32.14,15.49,49.06,0.0,12.9
2000-01-27,kalinditi_001,-1.065,38.025,7.4702,,1.0368,7.6003,0.32,2.36,29.5,22.74,32.49,13.94,43.76,0.0,5.1
2000-01-28,kalinditi_001,-1.065,38.025,7.5144,,0.984,7.5948,0.39,2.16,32.3,23.25,33.8,13.41,42.0,0.0,2.5
2000-01-29,kalinditi_001,-1.065,38.025,6.9312,,1.6176,7.4962,0.31,2.06,31.4,23.31,32.98,16.51,43.54,0.0,25.9
2000-01-30,kalinditi_001,-1.065,38.025,6.9427,,1.6584,7.4808,0.37,2.4,31.8,23.05,32.57,15.13,45.59,0.0,28.6
2000-01-31,kalinditi_001,-1.065,38.025,6.7248,,2.1192,7.3514,0.3,2.49,35.2,22.49,32.05,14.14,49.42,0.0,58.0
2000-02-01,kalinditi_001,-1.065,38.025,5.3333,,3.0312,7.5175,0.27,2.07,49.9,23.21,32.08,15.94,53.58,0.0,60.6
2000-02-02,kalinditi_001,-1.065,38.025,6.9744,,2.424,7.4746,0.28,1.87,50.4,25.22,34.34,18.59,51.01,0.0,14.0
2000-02-03,kalinditi_001,-1.065,38.025,7.2194,,2.088,7.4926,0.31,2.01,51.2,24.93,33.21,18.83,54.3,0.0,23.3
2000-02-04,kalinditi_001,-1.065,38.025,7.218,,2.1192,7.5389,0.23,2.0,66.2,24.17,33.46,16.97,56.51,0.0,7.7
2000-02-05,kalinditi_001,-1.065,38.025,5.9287,,3.1416,7.4218,0.25,2.18,56.8,23.98,32.83,17.11,51.3,0.01,36.5
2000-02-06,kalinditi_001,-1.065,38.025,6.9086,,3.4248,7.6536,0.26,2.07,85.4,23.88,33.5,15.73,54.92,0.09,35.6
2000-02-07,kalinditi_001,-1.065,38.025,7.044,,2.1096,7.5353,0.26,2.09,120.0,25.11,34.5,16.39,55.02,0.05,15.5
2000-02-08,kalinditi_001,-1.065,38.025,7.278,,1.5672,7.5221,0.22,1.78,116.0,25.32,34.93,16.88,53.85,0.05,14.1
2000-02-09,kalinditi_001,-1.065,38.025,7.295,,1.68,7.5732,0.27,2.05,92.1,25.55,34.15,17.45,54.0,0.14,10.3
2000-02-10,kalinditi_001,-1.065,38.025,7.3536,,1.7016,7.589,0.29,2.31,74.7,25.04,33.48,18.05,53.11,0.0,10.9
2000-02-11,kalinditi_001,-1.065,38.025,6.289,,3.78,7.3702,0.32,2.33,71.3,24.16,32.55,17.42,52.6,0.0,41.7
2000-02-12,kalinditi_001,-1.065,38.025,6.9722,,2.484,7.4542,0.28,2.01,76.3,23.52,32.44,17.48,56.76,0.0,43.6
2000-02-13,kalinditi_001,-1.065,38.025,7.6241,,0.936,7.7642,0.28,1.98,78.1,24.1,33.66,15.73,53.67,0.0,1.4
2000-02-14,kalinditi_001,-1.065,38.025,7.6771,,0.852,7.8036,0.41,2.03,53.6,25.74,35.06,17.78,43.84,0.0,4.5
2000-02-15,kalinditi_001,-1.065,38.025,7.6548,,1.08,7.7882,0.36,2.29,57.8,24.91,34.32,16.99,50.67,0.0,3.7
2000-02-16,kalinditi_001,-1.065,38.025,5.7538,,3.0504,7.6486,0.41,2.39,53.4,24.3,33.3,15.99,50.52,0.0,59.2
2000-02-17,kalinditi_001,-1.065,38.025,5.8111,,2.94,7.6894,0.36,2.27,45.4,24.09,32.97,16.83,47.87,0.0,52.4
2000-02-18,kalinditi_001,-1.065,38.025,7.0944,,3.3,7.5934,0.33,2.32,31.6,23.64,31.42,16.84,47.94,0.0,42.7
2000-02-19,kalinditi_001,-1.065,38.025,6.5155,,2.6808,7.7534,0.41,2.5,26.6,23.31,32.41,16.22,48.47,0.0,83.3
2000-02-20,kalinditi_001,-1.065,38.025,7.5535,,1.2696,7.7558,0.43,2.3,33.6,23.3,33.13,15.83,42.86,0.0,5.0
2000-02-21,kalinditi_001,-1.065,38.025,7.6829,,0.8568,7.7861,0.37,2.3,38.7,22.8,31.74,14.1,42.42,0.0,19.7
2000-02-22,kalinditi_001,-1.065,38.025,7.5802,,1.2696,7.77,0.51,2.16,38.5,24.48,34.75,17.22,33.89,0.0,49.7
2000-02-23,kalinditi_001,-1.065,38.025,7.6637,,1.1256,7.7976,0.49,2.17,34.1,24.88,35.31,17.77,34.52,0.0,2.4
2000-02-24,kalinditi_001,-1.065,38.025,7.4479,,1.4088,7.7467,0.42,2.23,66.0,24.4,34.51,16.38,42.29,0.0,9.1
2000-02-25,kalinditi_001,-1.065,38.025,6.9732,,1.9608,7.5979,0.34,2.13,85.0,24.36,34.07,17.31,53.61,0.07,36.3
2000-02-26,kalinditi_001,-1.065,38.025,5.7346,,2.9856,7.614,0.32,1.99,81.3,24.94,34.79,17.0,53.93,0.09,56.5
2000-02-27,kalinditi_001,-1.065,38.025,7.5936,,1.0368,7.7683,0.41,2.01,58.6,26.48,36.56,17.34,42.51,0.12,6.6
2000-02-28,kalinditi_001,-1.065,38.025,7.6553,,0.8952,7.7914,0.34,2.13,103.7,26.39,36.01,17.78,48.87,0.41,0.7
2000-02-29,kalinditi_001,-1.065,38.025,7.6003,,0.864,7.7633,0.33,2.04,76.4,26.15,35.77,17.91,48.99,0.1,0.3
2000-03-01,kalinditi_001,-1.065,38.025,7.02,,3.2328,7.6051,0.42,1.98,51.4,26.47,34.52,18.52,45.18,1.0,40.5
2000-03-02,kalinditi_001,-1.065,38.025,6.6569,,3.432,7.5614,0.53,2.06,50.2,26.27,35.44,19.53,41.46,0.04,86.0
2000-03-03,kalinditi_001,-1.065,38.025,6.8604,,2.7072,7.5439,0.41,1.91,80.4,26.05,34.03,17.88,49.49,0.11,3.6
2000-03-04,kalinditi_001,-1.065,38.025,4.2612,,3.624,7.5206,0.35,2.07,89.2,26.13,33.07,19.91,56.22,0.33,60.0
2000-03-05,kalinditi_001,-1.065,38.025,4.4825,,4.0032,7.5559,0.41,2.32,75.3,26.24,33.52,20.38,58.28,0.19,65.7
2000-03-06,kalinditi_001,-1.065,38.025,5.743,,3.7536,7.5221,0.39,2.18,89.9,26.19,32.68,20.2,58.2,0.27,58.6
2000-03-07,kalinditi_001,-1.065,38.025,5.3441,,2.9088,7.6766,0.37,2.04,92.2,26.28,34.38,19.85,55.01,0.17,51.1
2000-03-08,kalinditi_001,-1.065,38.025,5.5481,,5.244,7.6879,0.38,2.14,88.6,25.76,33.89,19.57,55.08,0.08,92.3
2000-03-09,kalinditi_001,-1.065,38.025,7.434,,1.3344,7.7568,0.37,1.83,90.6,24.25,32.6,18.2,53.38,0.04,38.1
2000-03-10,kalinditi_001,-1.065,38.025,7.4023,,1.6272,7.6985,0.49,2.15,104.9,26.41,35.2,17.9,45.99,0.0,19.2
2000-03-11,kalinditi_001,-1.065,38.025,7.183,,2.4408,7.6154,0.43,2.27,103.5,26.67,35.19,19.74,53.76,0.03,16.4
2000-03-12,kalinditi_001,-1.065,38.025,6.7992,,4.224,7.3817,0.43,2.24,101.3,26.13,32.96,19.82,59.32,0.69,47.6
2000-03-13,kalinditi_001,-1.065,38.025,7.4604,,1.3608,7.6829,0.42,2.2,103.6,26.69,35.44,19.08,54.38,0.18,0.6
2000-03-14,kalinditi_001,-1.065,38.025,6.8652,,3.996,7.5746,0.42,2.13,109.4,26.53,34.56,19.83,57.4,0.64,37.7
2000-03-15,kalinditi_001,-1.065,38.025,6.815,,4.0968,7.4909,0.47,2.38,115.5,26.72,34.77,19.93,54.6,0.22,43.8
2000-03-16,kalinditi_001,-1.065,38.025,5.779,,4.668,7.2991,0.44,2.24,108.3,26.24,33.72,20.27,55.47,0.86,31.0
2000-03-17,kalinditi_001,-1.065,38.025,5.9234,,4.9536,7.2991,0.44,2.24,102.8,26.15,34.27,19.5,57.88,0.87,40.3
2000-03-18,kalinditi_001,-1.065,38.025,6.0686,,5.028,7.2662,0.46,2.3,105.2,26.16,33.66,19.42,59.03,0.21,44.6
2000-03-19,kalinditi_001,-1.065,38.025,6.2986,,4.32,7.3872,0.43,2.22,110.3,25.75,32.95,19.92,58.75,1.3,71.6
2000-03-20,kalinditi_001,-1.065,38.025,6.036,,4.9536,7.4614,0.44,2.31,103.3,26.04,33.89,19.46,57.97,0.26,60.3
2000-03-21,kalinditi_001,-1.065,38.025,5.651,,4.9248,7.4825,0.45,2.35,96.0,25.45,32.29,19.88,61.33,0.6,69.2
2000-03-22,kalinditi_001,-1.065,38.025,5.7662,,4.6608,7.2727,0.48,2.54,92.4,25.43,32.84,19.18,60.33,1.25,36.2
2000-03-23,kalinditi_001,-1.065,38.025,6.0749,,4.932,7.206,0.46,2.41,112.7,25.15,33.26,19.15,59.02,0.27,40.2
2000-03-24,kalinditi_001,-1.065,38.025,6.6679,,4.1544,7.4275,0.42,2.21,112.9,25.53,33.33,18.72,58.65,0.64,70.8
2000-03-25,kalinditi_001,-1.065,38.025,5.6993,,5.2944,7.326,0.42,2.21,114.3,25.3,32.95,19.11,62.82,2.07,82.3
2000-03-26,kalinditi_001,-1.065,38.025,6.2273,,4.7544,7.4064,0.42,2.22,116.1,24.78,32.46,19.18,64.73,1.15,44.3
2000-03-27,kalinditi_001,-1.065,38.025,5.5003,,4.6656,7.3447,0.39,2.07,111.2,24.52,32.55,19.05,67.62,1.09,66.9
2000-03-28,kalinditi_001,-1.065,38.025,6.4728,,4.0464,7.3466,0.42,2.27,117.5,24.87,32.84,19.23,66.28,1.06,46.1
2000-03-29,kalinditi_001,-1.065,38.025,6.1906,,4.1592,7.3968,0.44,2.35,134.6,24.93,33.4,18.97,65.17,1.55,39.2
2000-03-30,kalinditi_001,-1.065,38.025,6.4582,,4.308,7.2984,0.43,2.33,124.7,25.37,33.33,19.4,65.31,0.58,29.4
2000-03-31,kalinditi_001,-1.065,38.025,4.3822,,4.2,7.4818,0.45,2.45,124.7,25.03,32.49,19.61,67.45,1.61,81.9
2000-04-01,kalinditi_001,-1.065,38.025,5.8579,,5.0976,7.3534,0.43,2.38,118.0,24.26,31.41,19.59,71.84,2.58,69.0
2000-04-02,kalinditi_001,-1.065,38.025,5.453,,4.7736,7.2526,0.39,2.17,113.3,23.96,31.09,19.27,73.74,3.95,58.5
2000-04-03,kalinditi_001,-1.065,38.025,6.5702,,4.008,7.289,0.35,1.99,114.0,24.54,32.2,18.91,70.73,1.9,25.1
2000-04-04,kalinditi_001,-1.065,38.025,6.1318,,4.0344,7.2415,0.32,1.83,118.9,24.87,33.23,18.94,68.3,2.01,18.1
2000-04-05,kalinditi_001,-1.065,38.025,6.8254,,3.0936,7.3898,0.28,1.62,119.2,25.06,33.41,19.03,66.46,2.76,12.5
2000-04-06,kalinditi_001,-1.065,38.025,7.1143,,2.1384,7.5338,0.32,1.87,122.7,24.71,33.31,18.68,68.42,4.15,23.8
2000-04-07,kalinditi_001,-1.065,38.025,6.859,,2.7816,7.3901,0.32,1.84,123.6,24.55,32.23,19.22,70.46,1.09,16.1
2000-04-08,kalinditi_001,-1.065,38.025,6.6917,,3.6144,7.4474,0.36,2.02,124.7,24.4,31.35,20.22,73.03,0.75,80.6
2000-04-09,kalinditi_001,-1.065,38.025,6.6866,,2.6592,7.4402,0.34,1.97,117.0,23.62,29.32,19.99,76.97,2.13,82.7
2000-04-10,kalinditi_001,-1.065,38.025,5.0851,,4.8024,7.4239,0.37,2.19,126.1,23.56,30.25,19.6,78.87,12.92,81.1
2000-04-11,kalinditi_001,-1.065,38.025,5.8406,,4.5,7.5192,0.42,2.52,124.3,23.37,29.2,19.44,79.52,2.93,68.5
2000-04-12,kalinditi_001,-1.065,38.025,5.7701,,4.7376,7.2254,0.45,2.68,127.7,23.71,29.69,19.2,74.98,0.67,57.1
2000-04-13,kalinditi_001,-1.065,38.025,6.1922,,4.2312,7.1227,0.43,2.57,134.7,23.77,30.4,18.48,75.32,1.08,51.8
2000-04-14,kalinditi_001,-1.065,38.025,6.085,,4.0992,7.206,0.39,2.33,145.5,23.45,29.51,19.39,74.97,0.37,71.9
2000-04-15,kalinditi_001,-1.065,38.025,6.0833,,3.6072,7.1834,0.34,2.16,139.1,23.76,32.5,16.39,65.76,0.34,31.3
2000-04-16,kalinditi_001,-1.065,38.025,6.1788,,3.9432,7.0327,0.44,2.64,136.7,24.52,32.23,19.01,67.35,0.06,42.6
2000-04-17,kalinditi_001,-1.065,38.025,6.3948,,3.756,7.1162,0.41,2.47,146.5,24.24,32.51,18.7,63.72,0.07,23.2
2000-04-18,kalinditi_001,-1.065,38.025,6.0732,,3.8208,7.1021,0.41,2.51,145.8,24.71,33.78,18.7,62.09,0.11,34.3
2000-04-19,kalinditi_001,-1.065,38.025,6.6137,,3.0912,7.2396,0.43,2.66,152.3,24.02,32.54,17.37,60.12,0.09,15.9
2000-04-20,kalinditi_001,-1.065,38.025,7.327,,0.6984,7.5583,0.42,2.55,156.4,24.6,33.66,17.42,58.57,0.01,0.1
2000-04-21,kalinditi_001,-1.065,38.025,6.3218,,3.384,7.1256,0.42,2.54,153.3,25.35,34.25,18.51,60.43,0.11,12.1
2000-04-22,kalinditi_001,-1.065,38.025,6.7661,,2.3856,7.2259,0.43,2.63,150.9,25.41,33.36,19.12,66.12,0.73,4.3
2000-04-23,kalinditi_001,-1.065,38.025,6.5921,,3.0096,7.145,0.45,2.78,149.6,25.27,32.97,18.41,61.55,0.18,11.4
2000-04-24,kalinditi_001,-1.065,38.025,5.4343,,4.6272,7.044,0.46,2.8,148.6,24.86,33.24,18.12,58.66,0.17,57.2
2000-04-25,kalinditi_001,-1.065,38.025,6.8933,,1.812,7.2802,0.48,2.97,150.0,25.06,33.26,18.83,60.54,0.11,10.3
2000-04-26,kalinditi_001,-1.065,38.025,5.8584,,4.2744,6.8863,0.47,2.96,141.9,24.97,32.58,19.07,65.02,0.31,32.1
2000-04-27,kalinditi_001,-1.065,38.025,6.1313,,3.348,6.985,0.46,2.91,147.7,25.06,33.08,18.63,60.03,0.06,18.9
2000-04-28,kalinditi_001,-1.065,38.025,6.2314,,2.9688,6.9857,0.47,2.94,150.4,24.96,32.54,19.05,66.42,0.33,27.7
2000-04-29,kalinditi_001,-1.065,38.025,5.8087,,4.3872,6.9144,0.49,3.14,156.2,25.02,32.41,19.25,64.21,0.05,38.6
2000-04-30,kalinditi_001,-1.065,38.025,5.8658,,3.9192,6.8698,0.5,3.15,161.2,25.1,32.83,18.85,61.87,0.01,30.0
2000-05-01,kalinditi_001,-1.065,38.025,4.943,,4.0056,6.9535,0.52,3.35,155.0,25.11,32.48,19.56,64.29,0.05,43.4
2000-05-02,kalinditi_001,-1.065,38.025,5.2226,,3.996,6.9751,0.5,3.22,151.6,24.9,32.15,19.13,63.48,0.03,56.0
2000-05-03,kalinditi_001,-1.065,38.025,5.4571,,4.3632,7.2079,0.45,2.91,156.2,24.28,31.68,18.78,67.43,0.87,72.0
2000-05-04,kalinditi_001,-1.065,38.025,4.8588,,4.1616,6.8482,0.45,2.89,149.4,24.07,30.65,19.51,71.15,0.12,84.7
2000-05-05,kalinditi_001,-1.065,38.025,4.8418,,4.6392,6.6576,0.44,2.85,141.3,24.48,31.7,18.56,65.96,0.07,69.2
2000-05-06,kalinditi_001,-1.065,38.025,4.4654,,4.2,6.7987,0.46,3.03,134.7,23.89,30.81,18.77,71.75,0.29,70.0
2000-05-07,kalinditi_001,-1.065,38.025,5.1727,,4.6608,6.5554,0.45,2.96,148.6,24.46,32.59,18.54,64.47,0.31,62.0
2000-05-08,kalinditi_001,-1.065,38.025,4.8226,,4.1112,7.0133,0.47,3.15,155.5,23.61,31.21,18.98,72.99,3.66,57.2
2000-05-09,kalinditi_001,-1.065,38.025,4.2929,,4.1832,7.0166,0.5,3.39,154.3,22.55,28.52,18.15,76.32,1.23,67.5
2000-05-10,kalinditi_001,-1.065,38.025,4.4309,,4.2936,6.6221,0.47,3.16,150.6,23.12,30.01,18.64,71.26,0.12,76.6
2000-05-11,kalinditi_001,-1.065,38.025,4.8919,,4.2288,6.9091,0.47,3.18,148.4,23.06,30.1,18.06,68.51,0.17,76.6
2000-05-12,kalinditi_001,-1.065,38.025,4.9224,,4.6872,6.9826,0.44,2.99,149.3,23.27,30.72,17.83,67.87,0.18,82.9
2000-05-13,kalinditi_001,-1.065,38.025,5.8193,,3.0672,6.9725,0.46,3.1,151.3,23.84,32.03,17.45,61.5,0.1,70.9
2000-05-14,kalinditi_001,-1.065,38.025,6.2028,,2.3928,6.864,0.38,2.62,152.7,23.17,31.42,16.66,58.51,0.08,35.3
2000-05-15,kalinditi_001,-1.065,38.025,6.0485,,2.7168,6.8129,0.4,2.78,156.2,23.52,31.31,17.03,66.74,0.14,51.4
2000-05-16,kalinditi_001,-1.065,38.025,4.4261,,4.4808,6.911,0.44,3.03,158.9,23.42,30.97,18.57,71.48,0.72,85.1
2000-05-17,kalinditi_001,-1.065,38.025,5.8356,,4.0248,6.7176,0.42,2.85,150.7,24.16,32.31,18.05,65.57,0.08,34.5
2000-05-18,kalinditi_001,-1.065,38.025,5.6815,,3.9168,6.5052,0.43,2.94,153.1,23.87,31.99,17.92,63.2,0.01,29.9
2000-05-19,kalinditi_001,-1.065,38.025,4.6399,,4.392,6.4867,0.43,2.85,151.2,23.93,31.99,17.88,63.99,0.03,66.8
2000-05-20,kalinditi_001,-1.065,38.025,5.6244,,4.0032,6.6451,0.43,2.83,154.7,23.67,31.91,16.34,61.64,0.07,42.3
2000-05-21,kalinditi_001,-1.065,38.025,4.8317,,4.1904,6.8086,0.46,3.04,156.6,23.75,31.91,17.73,66.21,0.03,52.3
2000-05-22,kalinditi_001,-1.065,38.025,5.4535,,3.984,6.5515,0.48,3.16,156.4,24.3,32.37,18.32,64.36,0.01,34.9
2000-05-23,kalinditi_001,-1.065,38.025,4.4323,,4.1352,6.6566,0.44,2.8,156.9,24.15,32.79,17.11,60.5,0.0,51.1
2000-05-24,kalinditi_001,-1.065,38.025,4.9666,,4.2912,6.6118,0.43,2.73,149.8,24.27,32.76,18.13,61.98,0.0,51.7
2000-05-25,kalinditi_001,-1.065,38.025,5.6218,,2.6904,6.6965,0.46,2.87,151.2,23.67,32.02,17.46,59.11,0.0,25.4
2000-05-26,kalinditi_001,-1.065,38.025,5.8008,,2.5824,6.7754,0.4,2.47,156.9,23.63,32.14,17.0,58.05,0.03,40.9
2000-05-27,kalinditi_001,-1.065,38.025,5.2073,,4.4112,6.4368,0.4,2.43,154.4,24.11,33.05,17.68,60.47,0.26,58.7
2000-05-28,kalinditi_001,-1.065,38.025,5.8536,,1.8696,6.7711,0.41,2.51,158.2,23.33,30.85,18.22,60.69,0.12,49.7
2000-05-29,kalinditi_001,-1.065,38.025,5.4581,,4.0392,6.385,0.49,2.96,155.5,23.54,31.58,17.36,64.19,0.25,41.1
2000-05-30,kalinditi_001,-1.065,38.025,6.4289,,1.1184,6.7502,0.49,2.99,149.4,23.02,31.34,16.87,59.98,0.1,37.9
2000-05-31,kalinditi_001,-1.065,38.025,6.4255,,1.5192,6.7315,0.46,2.77,156.2,22.34,30.93,15.52,57.07,0.0,6.2
2000-06-01,kalinditi_001,-1.065,38.025,6.5726,,0.6768,6.9036,0.49,2.91,160.1,22.43,31.09,16.14,55.13,0.01,0.0
2000-06-02,kalinditi_001,-1.065,38.025,5.6222,,3.9192,6.4882,0.51,3.06,166.4,22.2,30.9,14.35,55.85,0.0,32.1
2000-06-03,kalinditi_001,-1.065,38.025,5.8781,,2.9232,6.571,0.53,3.18,167.4,23.3,32.06,15.18,58.53,0.01,21.9
2000-06-04,kalinditi_001,-1.065,38.025,5.4648,,3.7728,6.5861,0.55,3.19,164.6,23.59,31.14,17.21,65.26,0.31,40.5
2000-06-05,kalinditi_001,-1.065,38.025,2.6892,,2.4192,6.6965,0.56,3.27,163.9,22.38,28.27,18.48,71.7,0.85,99.4
2000-06-06,kalinditi_001,-1.065,38.025,4.7719,,3.7968,6.2107,0.58,3.34,167.1,22.72,30.73,16.39,57.09,0.02,40.9
2000-06-07,kalinditi_001,-1.065,38.025,5.317,,4.4016,6.3398,0.56,3.24,161.9,22.6,30.45,16.95,65.37,0.15,62.7
2000-06-08,kalinditi_001,-1.065,38.025,4.9867,,3.9936,6.5136,0.58,3.27,158.2,22.14,29.4,17.15,68.93,0.32,52.2
2000-06-09,kalinditi_001,-1.065,38.025,5.2682,,4.092,6.1807,0.54,2.98,165.4,22.47,30.65,16.4,63.67,0.08,47.6
2000-06-10,kalinditi_001,-1.065,38.025,3.5842,,3.4176,6.6125,0.49,2.69,158.9,22.54,30.12,16.68,65.77,0.06,62.2
2000-06-11,kalinditi_001,-1.065,38.025,3.654,,3.6792,6.2443,0.5,2.74,151.7,22.06,29.33,16.77,67.42,0.36,82.2
2000-06-12,kalinditi_001,-1.065,38.025,3.6727,,3.6984,6.347,0.54,2.9,160.1,21.72,29.18,16.74,66.97,0.23,84.1
2000-06-13,kalinditi_001,-1.065,38.025,4.104,,3.8136,6.3079,0.6,3.26,156.0,21.87,28.65,16.54,65.49,0.09,69.5
2000-06-14,kalinditi_001,-1.065,38.025,5.0573,,4.0176,6.0588,0.62,3.34,159.8,21.88,29.66,16.29,64.11,0.05,35.9
2000-06-15,kalinditi_001,-1.065,38.025,4.7278,,3.6336,6.3686,0.64,3.39,158.3,21.97,29.54,16.62,65.27,0.2,44.3
2000-06-16,kalinditi_001,-1.065,38.025,4.0999,,3.9024,6.0535,0.65,3.42,156.3,22.18,30.05,16.33,67.28,0.12,54.2
2000-06-17,kalinditi_001,-1.065,38.025,3.8678,,3.7896,6.0012,0.63,3.31,154.0,22.77,29.67,17.57,65.73,0.17,59.3
2000-06-18,kalinditi_001,-1.065,38.025,4.1218,,3.7584,6.2098,0.65,3.38,163.7,23.09,30.54,17.64,67.66,0.5,53.2
2000-06-19,kalinditi_001,-1.065,38.025,3.4632,,3.3048,6.1039,0.65,3.28,154.8,22.84,29.58,17.86,69.65,1.38,64.4
2000-06-20,kalinditi_001,-1.065,38.025,5.04,,3.6912,6.3641,0.65,3.2,155.1,22.6,30.14,17.52,66.39,0.08,36.1
2000-06-21,kalinditi_001,-1.065,38.025,4.6925,,4.4496,5.9323,0.67,3.22,160.1,22.42,30.64,16.29,61.36,0.0,66.1
2000-06-22,kalinditi_001,-1.065,38.025,5.111,,2.9568,6.5268,0.67,3.18,159.1,22.56,30.54,16.4,60.74,0.01,27.0
2000-06-23,kalinditi_001,-1.065,38.025,3.9926,,3.432,6.1308,0.68,3.16,158.1,22.42,30.14,16.29,65.17,0.05,59.7
2000-06-24,kalinditi_001,-1.065,38.025,4.4023,,3.852,6.3274,0.74,3.43,156.1,22.31,29.95,17.01,64.9,0.09,69.2
2000-06-25,kalinditi_001,-1.065,38.025,5.5322,,3.0408,6.5014,0.77,3.49,167.2,21.66,29.89,15.09,64.77,0.12,54.6
2000-06-26,kalinditi_001,-1.065,38.025,5.1737,,3.432,6.1903,0.71,3.18,165.7,21.78,29.13,16.17,62.45,0.13,31.6
2000-06-27,kalinditi_001,-1.065,38.025,3.0698,,3.0768,6.2251,0.71,3.16,166.2,21.64,28.9,15.3,60.84,0.04,81.4
2000-06-28,kalinditi_001,-1.065,38.025,4.2982,,4.224,5.9386,0.76,3.29,164.4,21.7,28.84,16.36,62.65,0.01,59.3
2000-06-29,kalinditi_001,-1.065,38.025,4.6694,,4.068,5.9446,0.81,3.47,164.6,21.49,28.99,16.03,59.48,0.0,43.4
2000-06-30,kalinditi_001,-1.065,38.025,5.0143,,3.1584,6.3444,0.74,3.15,166.7,20.88,28.98,14.6,54.56,0.0,51.8
2000-07-01,kalinditi_001,-1.065,38.025,4.2974,,3.9528,6.1217,0.79,3.27,169.0,21.13,29.22,13.86,55.83,0.01,49.6
